,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
4156,7.6,0.27,0.32,1.2,0.043,23,72,0.99236,3.06,0.68,10.5,5
4157,5.9,0.24,0.34,2,0.037,40,108,0.98948,3.19,0.5,12.3,6
4158,5.3,0.33,0.3,1.2,0.048,25,119,0.99045,3.32,0.62,11.3,6
4159,6.4,0.21,0.21,5.1,0.097,21,105,0.9939,3.07,0.46,9.6,5
4160,7.0,0.22,0.3,1.4,0.04,14,63,0.98985,3.2,0.33,12.0,6
4161,7.8,0.27,0.35,1.2,0.05,36,140,0.99138,3.09,0.45,11.2,5
4162,6.7,0.2,0.24,6.5,0.044,28,100,0.99348,3.12,0.33,10.2,6
4163,8.1,0.27,0.33,1.3,0.045,26,100,0.99066,2.98,0.44,12.4,6
4164,6.7,0.2,0.24,6.5,0.044,28,100,0.99348,3.12,0.33,10.2,6
4165,7.1,0.45,0.24,2.7,0.04,24,87,0.98862,2.94,0.38,13.4,8
4166,5.8,0.22,0.29,1.3,0.036,25,68,0.98865,3.24,0.35,12.6,6
4167,6.3,0.3,0.48,7.4,0.053,34,149,0.99472,3.18,0.53,9.8,5
4168,7.9,0.36,0.53,12.9,0.049,63,139,0.99792,2.94,0.45,9.1,5
4169,8.1,0.27,0.33,1.3,0.045,26,100,0.99066,2.98,0.44,12.4,6
4170,8.0,0.24,0.33,1.2,0.044,28,101,0.99035,3.03,0.43,12.5,6
4171,6.7,0.41,0.27,2.6,0.033,25,85,0.99086,3.05,0.34,11.7,6
4172,6.7,0.24,0.31,2.3,0.044,37,113,0.99013,3.29,0.46,12.9,6
4173,6.2,0.3,0.32,1.3,0.054,27,183,0.99266,3.3,0.43,10.1,5
4174,6.9,0.26,0.38,10.5,0.044,33,139,0.99517,3.06,0.5,10.3,6
4175,6.7,0.41,0.27,2.6,0.033,25,85,0.99086,3.05,0.34,11.7,6
4176,5.9,0.32,0.2,14.4,0.05,29,144,0.99666,3.24,0.41,10.3,6
4177,6.1,0.25,0.3,1.2,0.036,42,107,0.991,3.34,0.56,10.8,7
4178,5.6,0.23,0.29,3.1,0.023,19,89,0.99068,3.25,0.51,11.2,6
4179,6.6,0.23,0.32,1.7,0.024,26,102,0.99084,3.29,0.6,11.8,6
4180,6.0,0.17,0.21,6,0.05,26,134,0.9939,3.08,0.54,9.8,6
4181,7.1,0.38,0.42,11.8,0.041,32,193,0.99624,3.04,0.49,10.0,6
4182,6.6,0.31,0.37,6.2,0.052,13,164,0.99602,3.24,0.39,8.8,4
4183,6.5,0.38,0.53,1.4,0.142,5,69,0.9926,3.14,0.52,10.1,4
4184,7.0,0.44,0.24,12.1,0.056,68,210,0.99718,3.05,0.5,9.5,5
4185,7.0,0.44,0.24,12.1,0.056,68,210,0.99718,3.05,0.5,9.5,5
4186,7.0,0.44,0.24,12.1,0.056,68,210,0.99718,3.05,0.5,9.5,5
4187,6.1,0.38,0.14,3.9,0.06,27,113,0.99344,3.07,0.34,9.2,4
4188,8.0,0.33,0.32,4.6,0.041,31,180,0.99184,2.92,0.74,12.2,6
4189,7.0,0.44,0.24,12.1,0.056,68,210,0.99718,3.05,0.5,9.5,5
4190,6.0,0.19,0.29,1.2,0.046,29,92,0.99033,3.22,0.53,11.3,6
4191,6.3,0.28,0.34,8.1,0.038,44,129,0.99248,3.26,0.29,12.1,6
4192,6.1,0.38,0.14,3.9,0.06,27,113,0.99344,3.07,0.34,9.2,4
4193,5.3,0.43,0.11,1.1,0.029,6,51,0.99076,3.51,0.48,11.2,4
4194,5.4,0.22,0.35,6.5,0.029,26,87,0.99092,3.29,0.44,12.5,7
4195,6.2,0.345,0.27,10.1,0.056,38,187,0.99486,3.31,0.56,10.6,5
4196,5.6,0.255,0.57,10.7,0.056,66,171,0.99464,3.25,0.61,10.4,7
4197,5.2,0.2,0.27,3.2,0.047,16,93,0.99235,3.44,0.53,10.1,7
4198,6.2,0.29,0.23,12.4,0.048,33,201,0.99612,3.11,0.56,9.9,6
4199,6.3,0.26,0.25,5.2,0.046,11,133,0.99202,2.97,0.68,11.0,6
4200,6.0,0.22,0.23,5,0.045,10,122,0.99261,2.94,0.63,10.0,6
4201,7.5,0.35,0.37,2.5,0.066,29,89,0.98964,3.14,0.42,12.7,6
4202,6.6,0.39,0.28,9.2,0.036,10,92,0.99206,3.07,0.35,12.1,6
4203,6.3,0.23,0.33,6.9,0.052,23,118,0.9938,3.23,0.46,10.4,6
4204,6.3,0.22,0.3,2,0.05,23,120,0.99204,3.24,0.47,10.4,6
4205,6.4,0.29,0.18,15,0.04,21,116,0.99736,3.14,0.5,9.2,5
4206,6.4,0.29,0.18,15,0.04,21,116,0.99736,3.14,0.5,9.2,5
4207,7.5,0.23,0.3,1.2,0.03,27,80,0.99192,3.05,0.68,10.5,5
4208,6.4,0.29,0.18,15,0.04,21,116,0.99736,3.14,0.5,9.2,5
4209,5.7,0.28,0.36,1.8,0.041,38,90,0.99002,3.27,0.98,11.9,7
4210,6.5,0.26,0.24,10.8,0.042,47,130,0.996,3.08,0.4,10.1,6
4211,6.4,0.27,0.29,3.9,0.034,62,140,0.99237,3.1,0.59,11.1,6
4212,5.9,0.22,0.29,4.2,0.037,69,144,0.99214,3.13,0.74,10.8,7
4213,6.8,0.26,0.26,2,0.019,23.5,72,0.99041,3.16,0.47,11.8,6
4214,7.6,0.36,0.48,13.5,0.038,44,116,0.9982,3.04,0.48,9.2,5
4215,7.6,0.35,0.47,13.3,0.037,42,116,0.99822,3.04,0.5,9.2,5
4216,5.7,0.18,0.26,2.2,0.023,21,95,0.9893,3.07,0.54,12.3,6
4217,6.6,0.36,0.47,1.4,0.145,26,124,0.99274,3.09,0.56,10.1,6
4218,5.9,0.14,0.2,1.6,0.04,26,114,0.99105,3.25,0.45,11.4,6
4219,5.5,0.23,0.19,2.2,0.044,39,161,0.99209,3.19,0.43,10.4,6
4220,6.7,0.11,0.26,14.8,0.053,44,95,0.99676,3.2,0.35,9.8,6
4221,7.0,0.24,0.24,1.8,0.047,29,91,0.99251,3.3,0.43,9.9,6
4222,6.7,0.11,0.26,14.8,0.053,44,95,0.99676,3.2,0.35,9.8,6
4223,5.3,0.47,0.1,1.3,0.036,11,74,0.99082,3.48,0.54,11.2,4
4224,7.5,0.29,0.24,9.9,0.058,25,115,0.99567,3.15,0.46,10.9,5
4225,6.0,0.33,0.26,5.1,0.051,16,119,0.99416,3.15,0.41,9.2,5
4226,6.0,0.33,0.26,5.1,0.051,16,119,0.99416,3.15,0.41,9.2,5
4227,5.8,0.32,0.23,1.5,0.033,39,121,0.9887,2.96,0.35,12.0,5
4228,5.8,0.3,0.23,1.5,0.034,37,121,0.98871,2.96,0.34,12.1,6
4229,3.8,0.31,0.02,11.1,0.036,20,114,0.99248,3.75,0.44,12.4,6
4230,6.2,0.36,0.22,5.25,0.038,44,145,0.99184,3.22,0.4,11.2,6
4231,6.0,0.31,0.27,2.3,0.042,19,120,0.98952,3.32,0.41,12.7,7
4232,6.9,0.52,0.54,7.9,0.036,23,169,0.99267,3.26,0.47,12.2,6
4233,7.0,0.55,0.05,8,0.036,19,164,0.99269,3.26,0.46,12.2,6
4234,5.8,0.2,0.16,1.4,0.042,44,99,0.98912,3.23,0.37,12.2,6
4235,6.2,0.36,0.22,5.25,0.038,44,145,0.99184,3.22,0.4,11.2,6
4236,6.0,0.31,0.27,2.3,0.042,19,120,0.98952,3.32,0.41,12.7,7
4237,6.0,0.29,0.27,2.3,0.044,20,117,0.9895,3.31,0.41,12.7,7
4238,5.7,0.22,0.29,3.5,0.04,27,146,0.98999,3.17,0.36,12.1,6
4239,7.1,0.46,0.23,13.7,0.045,44,192,0.9981,3.11,0.53,9.4,5
4240,6.6,0.21,0.3,9.9,0.041,64,174,0.995,3.07,0.5,10.1,6
4241,6.9,0.42,0.2,15.4,0.043,57,201,0.99848,3.08,0.54,9.4,5
4242,5.7,0.22,0.2,16,0.044,41,113,0.99862,3.22,0.46,8.9,6
4243,5.7,0.22,0.2,16,0.044,41,113,0.99862,3.22,0.46,8.9,6
4244,5.7,0.22,0.2,16,0.044,41,113,0.99862,3.22,0.46,8.9,6
4245,5.7,0.22,0.2,16,0.044,41,113,0.99862,3.22,0.46,8.9,6
4246,5.2,0.31,0.2,2.4,0.027,27,117,0.98886,3.56,0.45,13.0,7
4247,7.2,0.22,0.35,5.5,0.054,37,183,0.99474,3.08,0.5,10.3,5
4248,5.6,0.18,0.29,2.3,0.04,5,47,0.99126,3.07,0.45,10.1,4
4249,6.2,0.24,0.27,16.8,0.04,48,129,0.99691,3.23,0.38,10.5,6
4250,5.7,0.22,0.2,16,0.044,41,113,0.99862,3.22,0.46,8.9,6
4251,5.7,0.26,0.24,17.8,0.059,23,124,0.99773,3.3,0.5,10.1,5
4252,5.7,0.26,0.24,17.8,0.059,23,124,0.99773,3.3,0.5,10.1,5
4253,6.0,0.2,0.26,6.8,0.049,22,93,0.9928,3.15,0.42,11.0,6
4254,6.0,0.2,0.26,6.8,0.049,22,93,0.9928,3.15,0.42,11.0,6
4255,6.0,0.2,0.26,6.8,0.049,22,93,0.9928,3.15,0.42,11.0,6
4256,6.0,0.2,0.26,6.8,0.049,22,93,0.9928,3.15,0.42,11.0,6
4257,7.6,0.28,0.17,1.6,0.046,28,117,0.99288,3.08,0.43,10.0,5
4258,7.0,0.2,0.33,4.7,0.03,25,76,0.99202,2.88,0.54,10.5,6
4259,6.6,0.26,0.27,11.8,0.048,28,112,0.99606,2.87,0.49,9.7,6
4260,5.7,0.26,0.24,17.8,0.059,23,124,0.99773,3.3,0.5,10.1,5
4261,7.2,0.21,0.36,15.7,0.045,68,183,0.99922,3.25,0.76,9.4,5
4262,6.9,0.22,0.32,5.8,0.041,20,119,0.99296,3.17,0.55,11.2,6
4263,7.2,0.21,0.36,15.7,0.045,68,183,0.99922,3.25,0.76,9.4,5
4264,7.4,0.22,0.28,9,0.046,22,121,0.99468,3.1,0.55,10.8,5
4265,7.2,0.21,0.36,15.7,0.045,68,183,0.99922,3.25,0.76,9.4,5
4266,6.9,0.22,0.32,5.8,0.041,20,119,0.99296,3.17,0.55,11.2,6
4267,7.0,0.2,0.35,8.8,0.037,31,103,0.99388,3.13,0.49,11.0,6
4268,5.6,0.26,0.0,10.2,0.038,13,111,0.99315,3.44,0.46,12.4,6
4269,6.3,0.28,0.3,6.6,0.208,60,154,0.99478,3.1,0.4,9.4,6
4270,6.4,0.29,0.3,6.5,0.209,62,156,0.99478,3.1,0.4,9.4,5
4271,7.2,0.34,0.23,8.9,0.105,22,155,0.99692,3.01,0.58,9.5,5
4272,7.1,0.39,0.39,11.1,0.034,25,204,0.99616,3.05,0.52,10.0,6
4273,6.9,0.26,0.29,4.2,0.043,33,114,0.9902,3.16,0.31,12.5,6
4274,6.1,0.24,0.25,1.6,0.044,24,115,0.9921,3.39,0.59,10.9,6
4275,5.9,0.25,0.24,7.4,0.044,21,113,0.99462,3.38,0.58,10.5,6
4276,6.1,0.24,0.27,11.5,0.05,51,133,0.99476,3.22,0.37,10.8,6
4277,6.5,0.22,0.27,1.6,0.039,36,116,0.99178,3.38,0.57,11.0,7
4278,6.2,0.26,0.29,2,0.036,16,87,0.99081,3.33,0.61,11.8,6
4279,6.6,0.34,0.25,4.8,0.038,16,121,0.99198,3.36,0.71,12.6,6
4280,5.6,0.225,0.24,9.8,0.054,59,140,0.99545,3.17,0.39,10.2,6
4281,7.1,0.23,0.28,1.9,0.046,33,103,0.98997,3.12,0.31,12.0,5
4282,6.9,0.26,0.29,4.2,0.043,33,114,0.9902,3.16,0.31,12.5,6
4283,6.4,0.27,0.3,1.6,0.04,19,86,0.99089,3.32,0.65,11.5,6
4284,6.3,0.41,0.22,7.3,0.035,23,117,0.99172,3.2,0.39,11.94,7
4285,5.9,0.2,0.28,1,0.043,45,100,0.99033,3.4,0.41,11.4,6
4286,6.4,0.24,0.26,8.2,0.054,47,182,0.99538,3.12,0.5,9.5,5
4287,7.4,0.38,0.34,8.3,0.052,44,168,0.99627,3.11,0.52,9.2,5
4288,6.4,0.24,0.26,8.2,0.054,47,182,0.99538,3.12,0.5,9.5,5
4289,6.4,0.42,0.19,9.3,0.043,28,145,0.99433,3.23,0.53,10.98,5
4290,6.4,0.23,0.26,8.1,0.054,47,181,0.9954,3.12,0.49,9.4,5
4291,6.4,0.24,0.26,8.2,0.054,47,182,0.99538,3.12,0.5,9.5,5
4292,7.4,0.38,0.34,8.3,0.052,44,168,0.99627,3.11,0.52,9.2,5
4293,7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,8
4294,7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,8
4295,7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,8
4296,7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,8
4297,7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,8
4298,7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,8
4299,7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,8
4300,6.8,0.24,0.29,2,0.044,15,96,0.99232,3.23,0.64,10.4,8
4301,7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,8
4302,7.2,0.34,0.2,5.8,0.062,52,203,0.99461,3.17,0.44,9.8,6
4303,7.3,0.28,0.35,1.6,0.054,31,148,0.99178,3.18,0.47,10.7,5
4304,6.5,0.2,0.33,1.5,0.039,36,110,0.99008,3.22,0.65,12.0,6
4305,6.2,0.24,0.27,2.9,0.039,30,123,0.98959,3.12,0.37,12.8,6
4306,7.1,0.31,0.25,11.2,0.048,32,136,0.99663,3.14,0.4,9.5,5
4307,6.4,0.26,0.21,8.2,0.05,51,182,0.99542,3.23,0.48,9.5,5
4308,6.4,0.26,0.21,8.2,0.05,51,182,0.99542,3.23,0.48,9.5,5
4309,6.0,0.27,0.31,5,0.043,54,170,0.9924,3.28,0.52,11.0,6
4310,7.1,0.21,0.33,1.2,0.039,34,97,0.99112,3.11,0.75,11.2,6
4311,6.7,0.26,0.29,7.1,0.036,28,100,0.99534,3.08,0.36,9.3,6
4312,6.3,0.28,0.22,9.5,0.04,30,111,0.99338,3.05,0.31,10.8,4
4313,6.2,0.25,0.44,15.8,0.057,39,167,0.99804,3.14,0.51,9.2,5
4314,7.3,0.22,0.37,15.5,0.048,70,203,0.99899,3.25,0.77,9.4,5
4315,6.2,0.25,0.44,15.8,0.057,39,167,0.99804,3.14,0.51,9.2,5
4316,6.4,0.18,0.28,17.05,0.047,53,139,0.99724,3.25,0.35,10.5,6
4317,6.3,0.2,0.26,12.7,0.046,60,143,0.99526,3.26,0.35,10.8,6
4318,6.6,0.24,0.22,12.3,0.051,35,146,0.99676,3.1,0.67,9.4,5
4319,7.4,0.27,0.26,11.8,0.053,55,173,0.99699,3.11,0.6,9.8,5
4320,7.4,0.27,0.26,11.8,0.053,55,173,0.99699,3.11,0.6,9.8,5
4321,7.4,0.27,0.26,11.8,0.053,55,173,0.99699,3.11,0.6,9.8,5
4322,6.6,0.24,0.22,12.3,0.051,35,146,0.99676,3.1,0.67,9.4,5
4323,7.4,0.27,0.26,11.8,0.053,55,173,0.99699,3.11,0.6,9.8,5
4324,7.1,0.38,0.29,13.6,0.041,30,137,0.99461,3.02,0.96,12.1,6
4325,6.8,0.43,0.26,5.2,0.043,40,176,0.99116,3.17,0.41,12.3,6
4326,5.9,0.29,0.16,7.9,0.044,48,197,0.99512,3.21,0.36,9.4,5
4327,5.9,0.29,0.16,7.9,0.044,48,197,0.99512,3.21,0.36,9.4,5
4328,6.3,0.29,0.29,3.3,0.037,32,140,0.9895,3.17,0.36,12.8,7
4329,6.3,0.19,0.32,2.8,0.046,18,80,0.99043,2.92,0.47,11.05,6
4330,5.7,0.29,0.16,7.9,0.044,48,197,0.99512,3.21,0.36,9.4,5
4331,6.3,0.29,0.29,3.3,0.037,32,140,0.9895,3.17,0.36,12.8,7
4332,5.8,0.3,0.38,4.9,0.039,22,86,0.98963,3.23,0.58,13.1,7
4333,7.1,0.27,0.27,10.4,0.041,26,114,0.99335,3.04,0.52,11.5,7
4334,5.8,0.3,0.38,4.9,0.039,22,86,0.98963,3.23,0.58,13.1,7
4335,7.1,0.27,0.27,10.4,0.041,26,114,0.99335,3.04,0.52,11.5,7
4336,6.3,0.305,0.22,16,0.061,26,141,0.99824,3.08,0.5,9.1,5
4337,5.7,0.24,0.47,6.3,0.069,35,182,0.99391,3.11,0.46,9.75,5
4338,6.2,0.22,0.28,2.2,0.04,24,125,0.9917,3.19,0.48,10.5,6
4339,6.6,0.22,0.23,17.3,0.047,37,118,0.99906,3.08,0.46,8.8,6
4340,6.6,0.22,0.23,17.3,0.047,37,118,0.99906,3.08,0.46,8.8,6
4341,6.6,0.22,0.23,17.3,0.047,37,118,0.99906,3.08,0.46,8.8,6
4342,6.6,0.22,0.23,17.3,0.047,37,118,0.99906,3.08,0.46,8.8,6
4343,6.2,0.22,0.28,2.2,0.04,24,125,0.9917,3.19,0.48,10.5,6
4344,6.2,0.22,0.28,2.2,0.04,24,125,0.9917,3.19,0.48,10.5,6
4345,6.6,0.22,0.23,17.3,0.047,37,118,0.99906,3.08,0.46,8.8,6
4346,6.1,0.22,0.5,6.6,0.045,30,122,0.99415,3.22,0.49,9.9,6
4347,6.2,0.21,0.52,6.5,0.047,28,123,0.99418,3.22,0.49,9.9,6
4348,6.3,0.32,0.26,12.3,0.044,24,205,0.99611,3.11,0.58,9.9,5
4349,6.9,0.44,0.27,5,0.038,33,166,0.99124,3.2,0.42,12.2,6
4350,6.1,0.31,0.34,2.8,0.042,59.5,162,0.99179,3.27,0.47,10.8,6
4351,8.1,0.36,0.59,13.6,0.051,60,134,0.99886,2.96,0.39,8.7,5
4352,6.6,0.38,0.28,2.8,0.043,17,67,0.98924,3.21,0.47,13.2,6
4353,6.7,0.24,0.26,5.4,0.03,15,94,0.99045,3.15,0.38,12.7,6
4354,6.9,0.56,0.26,10.9,0.06,55,193,0.9969,3.21,0.44,9.4,5
4355,7.2,0.24,0.24,1.7,0.045,18,161,0.99196,3.25,0.53,11.2,6
4356,6.7,0.28,0.28,4.5,0.051,14,92,0.99224,3.36,0.58,11.9,6
4357,6.5,0.29,0.3,9.15,0.051,25,166,0.99339,3.24,0.56,11.35,6
4358,6.1,0.21,0.19,1.4,0.046,51,131,0.99184,3.22,0.39,10.5,5
4359,7.2,0.47,0.16,5.9,0.048,14,125,0.99428,3.09,0.49,9.8,5
4360,6.7,0.34,0.31,16.4,0.051,20,146,0.99834,3.06,0.54,9.1,5
4361,6.6,0.27,0.25,1.2,0.033,36,111,0.98918,3.16,0.37,12.4,6
4362,6.7,0.34,0.31,16.4,0.051,20,146,0.99834,3.06,0.54,9.1,5
4363,7.2,0.47,0.16,5.9,0.048,14,125,0.99428,3.09,0.49,9.8,5
4364,5.0,0.35,0.25,7.8,0.031,24,116,0.99241,3.39,0.4,11.3,6
4365,5.0,0.35,0.25,7.8,0.031,24,116,0.99241,3.39,0.4,11.3,6
4366,4.4,0.46,0.1,2.8,0.024,31,111,0.98816,3.48,0.34,13.1,6
4367,6.6,0.38,0.29,2.9,0.035,15,101,0.98916,3.04,0.37,12.5,6
4368,7.3,0.3,0.25,2.5,0.045,32,122,0.99329,3.18,0.54,10.3,5
4369,6.4,0.28,0.22,12.8,0.039,51,150,0.99535,3.23,0.43,10.7,6
4370,6.9,0.29,0.25,12.2,0.04,29,136,0.99552,3.05,0.65,10.4,6
4371,6.3,0.3,0.19,7.7,0.049,47,184,0.99514,3.22,0.48,9.5,5
4372,6.3,0.39,0.22,2.8,0.048,53,173,0.99304,3.24,0.45,9.8,5
4373,6.6,0.38,0.29,2.9,0.035,15,101,0.98916,3.04,0.37,12.5,6
4374,6.6,0.18,0.26,17.3,0.051,17,149,0.9984,3.0,0.43,9.4,6
4375,6.0,0.28,0.29,19.3,0.051,36,174,0.99911,3.14,0.5,9.0,5
4376,6.0,0.28,0.29,19.3,0.051,36,174,0.99911,3.14,0.5,9.0,5
4377,6.0,0.28,0.29,19.3,0.051,36,174,0.99911,3.14,0.5,9.0,5
4378,6.6,0.35,0.26,2.7,0.045,19,129,0.98952,3.24,0.48,13.0,7
4379,5.9,0.22,0.18,6.4,0.041,28,120,0.99403,3.27,0.5,9.9,5
4380,6.6,0.18,0.26,17.3,0.051,17,149,0.9984,3.0,0.43,9.4,6
4381,7.7,0.28,0.24,2.4,0.044,29,157,0.99312,3.27,0.56,10.6,6
4382,7.1,0.42,0.2,2.8,0.038,28,109,0.98968,3.23,0.47,13.4,6
4383,6.7,0.32,0.32,1.7,0.031,31,114,0.98946,3.12,0.35,12.5,6
4384,6.6,0.26,0.56,15.4,0.053,32,141,0.9981,3.11,0.49,9.3,5
4385,6.6,0.26,0.56,15.4,0.053,32,141,0.9981,3.11,0.49,9.3,5
4386,6.2,0.32,0.24,4.1,0.051,34,149,0.99306,3.36,0.52,11.0,5
4387,6.3,0.25,0.27,6.6,0.054,40,158,0.99378,3.2,0.48,10.3,5
4388,6.2,0.21,0.24,1.2,0.051,31,95,0.99036,3.24,0.57,11.3,6
4389,6.4,0.23,0.27,2.1,0.042,35,100,0.99094,3.03,0.63,10.9,6
4390,4.7,0.145,0.29,1,0.042,35,90,0.9908,3.76,0.49,11.3,6
4391,6.2,0.2,0.28,1.1,0.039,24,78,0.9899,3.36,0.47,12.1,6
4392,7.0,0.28,0.28,1.4,0.039,12,83,0.99173,3.18,0.65,11.1,5
4393,7.1,0.36,0.2,1.6,0.271,24,140,0.99356,3.11,0.63,9.8,5
4394,5.7,0.25,0.22,9.8,0.049,50,125,0.99571,3.2,0.45,10.1,6
4395,5.7,0.22,0.33,1.9,0.036,37,110,0.98945,3.26,0.58,12.4,6
4396,6.0,0.2,0.38,1.3,0.034,37,104,0.98865,3.11,0.52,12.7,6
4397,6.4,0.32,0.26,7.9,0.05,53,180,0.99514,3.14,0.5,9.6,5
4398,6.4,0.32,0.26,7.9,0.05,53,180,0.99514,3.14,0.5,9.6,5
4399,6.0,0.555,0.26,4.5,0.053,17,126,0.9943,3.24,0.46,9.1,5
4400,5.9,0.22,0.45,22.6,0.12,55,122,0.99636,3.1,0.35,12.8,5
4401,6.4,0.32,0.26,7.9,0.05,53,180,0.99514,3.14,0.5,9.6,5
4402,6.2,0.3,0.33,3.5,0.037,37,155,0.98987,3.18,0.37,12.4,6
4403,5.8,0.28,0.18,1.2,0.058,7,108,0.99288,3.23,0.58,9.55,4
4404,5.8,0.555,0.26,4.5,0.053,17,126,0.9943,3.24,0.46,9.1,5
4405,6.7,0.31,0.33,2,0.033,12,74,0.99064,3.29,0.65,12.5,6
4406,6.4,0.15,0.25,7.8,0.05,13,68,0.99394,3.16,0.4,9.9,6
4407,6.4,0.13,0.28,0.9,0.045,32,87,0.99175,3.47,0.52,11.2,6
4408,6.7,0.48,0.49,2.9,0.03,28,122,0.98926,3.13,0.4,13.0,6
4409,6.7,0.48,0.49,2.9,0.03,28,122,0.98926,3.13,0.4,13.0,6
4410,5.8,0.3,0.33,3.5,0.033,25,116,0.99057,3.2,0.44,11.7,6
4411,6.1,0.28,0.23,4.2,0.038,13,95,0.98898,2.97,0.7,13.1,6
4412,6.0,0.19,0.37,9.7,0.032,17,50,0.9932,3.08,0.66,12.0,6
4413,6.8,0.31,0.25,10.5,0.043,30,165,0.9972,3.36,0.55,10.55,6
4414,7.5,0.24,0.29,1.1,0.046,34,84,0.9902,3.04,0.39,11.45,6
4415,6.8,0.23,0.39,16.1,0.053,71,194,0.9988,3.18,0.64,10.2,6
4416,7.5,0.24,0.29,1.1,0.046,34,84,0.9902,3.04,0.39,11.45,6
4417,6.3,0.29,0.3,8.1,0.212,60,150,0.9958,3.1,0.4,9.3,5
4418,6.8,0.2,0.25,6.2,0.052,22,106,0.9935,3.09,0.54,10.8,5
4419,5.2,0.38,0.26,7.7,0.053,20,103,0.9925,3.27,0.45,12.2,6
4420,7.8,0.27,0.33,2.4,0.053,36,175,0.992,3.2,0.55,11.0,6
4421,6.6,0.54,0.21,16.3,0.055,41,182,0.9986,3.35,0.54,10.4,6
4422,7.1,0.25,0.31,2.3,0.05,32,156,0.9914,3.14,0.51,11.4,6
4423,5.8,0.61,0.01,8.4,0.041,31,104,0.9909,3.26,0.72,14.05,7
4424,6.5,0.32,0.23,8.5,0.051,20,138,0.9943,3.03,0.42,10.7,5
4425,6.4,0.28,0.23,6,0.051,50,162,0.994,3.15,0.52,10.2,5
4426,6.6,0.19,0.28,1.1,0.044,38,100,0.9904,3.22,0.69,11.2,6
4427,5.8,0.26,0.3,2.6,0.034,75,129,0.9902,3.2,0.38,11.5,4
4428,6.7,0.23,0.17,1.3,0.061,14,100,0.9925,3.07,0.55,9.5,5
4429,6.8,0.33,0.3,2.1,0.047,35,147,0.9886,3.24,0.56,13.4,6
4430,6.1,0.27,0.32,1.1,0.034,24,110,0.9898,3.36,0.4,12.5,6
4431,6.1,0.27,0.32,1.1,0.034,24,110,0.9898,3.36,0.4,12.5,6
4432,6.8,0.4,0.29,2.8,0.044,27,97,0.9904,3.12,0.42,11.2,6
4433,6.1,0.4,0.18,9,0.051,28.5,259,0.9964,3.19,0.5,8.8,5
4434,7.1,0.28,0.26,2.8,0.039,50,118,0.9908,3.06,0.59,11.2,6
4435,6.2,0.32,0.32,2.2,0.036,15,70,0.9899,3.16,0.48,12.7,6
4436,6.8,0.17,0.17,5.1,0.049,26,82,0.993,3.0,0.38,9.8,6
4437,9.0,0.2,0.33,3.5,0.049,10,40,0.9944,3.14,0.36,9.8,6
4438,5.8,0.13,0.22,12.7,0.058,24,183,0.9956,3.32,0.42,11.7,6
4439,5.8,0.31,0.31,7.5,0.052,55,230,0.9949,3.19,0.46,9.8,5
4440,6.3,0.36,0.2,2,0.048,48,191,0.9929,3.17,0.51,9.6,5
4441,9.0,0.2,0.33,3.5,0.049,10,40,0.9944,3.14,0.36,9.8,6
4442,6.7,0.18,0.25,14.3,0.048,79,149,0.9975,3.12,0.37,9.7,5
4443,6.6,0.16,0.25,9.8,0.049,59.5,137,0.995,3.16,0.38,10.0,6
4444,5.8,0.13,0.22,12.7,0.058,24,183,0.9956,3.32,0.42,11.7,6
4445,5.8,0.27,0.22,12.7,0.058,42,206,0.9946,3.32,0.38,12.3,6
4446,6.8,0.17,0.17,5.1,0.049,26,82,0.993,3.0,0.38,9.8,6
4447,6.4,0.37,0.19,3.5,0.068,18,101,0.9934,3.03,0.38,9.0,6
4448,7.3,0.26,0.53,12.7,0.047,60.5,164.5,0.9984,3.06,0.45,9.1,6
4449,7.3,0.28,0.54,12.9,0.049,62,162.5,0.9984,3.06,0.45,9.1,6
4450,7.3,0.28,0.54,12.9,0.049,62,162.5,0.9984,3.06,0.45,9.1,6
4451,5.8,0.12,0.21,1.3,0.056,35,121,0.9908,3.32,0.33,11.4,6
4452,6.1,0.25,0.18,10.5,0.049,41,124,0.9963,3.14,0.35,10.5,5
4453,6.4,0.24,0.27,1.5,0.04,35,105,0.98914,3.13,0.3,12.4,6
4454,7.3,0.26,0.53,12.7,0.047,60.5,156,0.9984,3.06,0.45,9.1,6
4455,7.3,0.28,0.54,12.9,0.049,62,152,0.9984,3.06,0.45,9.1,6
4456,8.3,0.18,0.37,1.2,0.049,6,94,0.9937,3.18,0.52,10.1,5
4457,7.1,0.09,0.3,6.2,0.032,24,134,0.993,2.99,0.39,10.9,6
4458,8.3,0.14,0.36,8.8,0.026,13,60,0.9956,3.13,0.35,11.05,5
